p_partkey|p_name|p_mfgr|p_brand|p_type|p_size|p_container|p_retailsize|p_comment
int|string|string|string|string|int|string|float|string
1301|aquamarine grey plum saddle lawn|Manufacturer#5|Brand#52|LARGE PLATED BRASS|30|WRAP CASE|1202.30|ct. slyl|
1302|firebrick orchid cyan brown saddle|Manufacturer#1|Brand#11|STANDARD BURNISHED TIN|27|SM DRUM|1203.30|he ironic i|
1303|royal blush lemon pink dark|Manufacturer#2|Brand#23|ECONOMY PLATED BRASS|7|LG CAN|1204.30|refully bold |
1304|firebrick cyan ghost lawn chartreuse|Manufacturer#2|Brand#22|MEDIUM BRUSHED COPPER|3|JUMBO BOX|1205.30|ke above the iron|
1305|chartreuse bisque wheat puff honeydew|Manufacturer#5|Brand#52|LARGE POLISHED TIN|32|WRAP CASE|1206.30|ndencies are. reg|
1306|almond firebrick beige smoke maroon|Manufacturer#1|Brand#15|STANDARD PLATED TIN|3|JUMBO CASE|1207.30|nusual, idle id|
1307|olive misty khaki chartreuse ivory|Manufacturer#3|Brand#31|SMALL BRUSHED NICKEL|23|SM BOX|1208.30|. busy, regular fo|
1308|pale slate white cream indian|Manufacturer#4|Brand#44|MEDIUM ANODIZED STEEL|34|LG PACK|1209.30|ely even requests. sly|
1309|floral deep frosted drab bisque|Manufacturer#2|Brand#21|MEDIUM BURNISHED BRASS|21|JUMBO BOX|1210.30|kly carefully final as|
1310|blanched thistle ivory powder grey|Manufacturer#5|Brand#53|PROMO PLATED COPPER|18|WRAP CAN|1211.31|ly bold depende|
1311|moccasin tan purple sandy dim|Manufacturer#5|Brand#53|LARGE ANODIZED STEEL|28|JUMBO JAR|1212.31|ounts. regular pint|
1312|aquamarine burnished sandy deep bisque|Manufacturer#5|Brand#53|STANDARD PLATED COPPER|11|LG PACK|1213.31|refully sp|
1313|floral turquoise navy cream lawn|Manufacturer#4|Brand#43|ECONOMY POLISHED TIN|45|LG BAG|1214.31| foxe|
1314|thistle orange seashell lemon metallic|Manufacturer#2|Brand#25|LARGE PLATED COPPER|50|SM DRUM|1215.31|about the |
1315|cream misty floral moccasin antique|Manufacturer#4|Brand#44|LARGE BRUSHED TIN|3|JUMBO CAN|1216.31|ly alo|
1316|powder papaya floral chartreuse orchid|Manufacturer#1|Brand#14|PROMO PLATED BRASS|32|JUMBO CAN|1217.31|tructions wa|
1317|indian tan navy rose cyan|Manufacturer#4|Brand#45|PROMO ANODIZED COPPER|36|JUMBO CAN|1218.31|ld deposits ab|
1318|dim green salmon orange coral|Manufacturer#3|Brand#34|LARGE POLISHED BRASS|8|LG CASE|1219.31|across|
1319|lemon honeydew thistle saddle burnished|Manufacturer#2|Brand#22|MEDIUM BURNISHED TIN|19|LG PACK|1220.31|pinto bea|
1320|forest peach sky chocolate tan|Manufacturer#2|Brand#21|PROMO BRUSHED TIN|42|LG BOX|1221.32|ajole along the q|
1321|mint drab light deep linen|Manufacturer#3|Brand#32|ECONOMY ANODIZED COPPER|36|LG PKG|1222.32|lyly. s|
1322|black slate wheat firebrick thistle|Manufacturer#3|Brand#35|STANDARD ANODIZED TIN|21|SM DRUM|1223.32|encies.|
1323|burnished firebrick light steel lemon|Manufacturer#4|Brand#45|SMALL POLISHED TIN|47|LG JAR|1224.32|y carefully |
1324|peru beige rose blue firebrick|Manufacturer#4|Brand#44|MEDIUM POLISHED NICKEL|40|JUMBO CASE|1225.32|ts affix according to |
1325|smoke blanched seashell royal rose|Manufacturer#5|Brand#55|LARGE ANODIZED BRASS|17|WRAP BOX|1226.32| special tithes boost|
1326|moccasin honeydew midnight spring azure|Manufacturer#4|Brand#44|ECONOMY BURNISHED BRASS|35|WRAP CASE|1227.32|ges sleep quickly even|
1327|hot seashell chocolate tan sandy|Manufacturer#3|Brand#33|STANDARD BURNISHED BRASS|43|SM JAR|1228.32|c accou|
1328|steel cyan maroon thistle peach|Manufacturer#1|Brand#12|ECONOMY PLATED COPPER|28|MED CASE|1229.32| slyly s|
1329|peru burlywood pale navy steel|Manufacturer#1|Brand#12|PROMO POLISHED BRASS|21|JUMBO PACK|1230.32| to the care|
1330|pale tan lavender powder cornflower|Manufacturer#3|Brand#31|SMALL BURNISHED COPPER|1|JUMBO PKG|1231.33|ding to t|
1331|lemon navajo deep firebrick gainsboro|Manufacturer#2|Brand#22|MEDIUM BRUSHED TIN|18|JUMBO JAR|1232.33|against the blit|
1332|thistle peach cornflower red peru|Manufacturer#3|Brand#31|SMALL ANODIZED TIN|21|WRAP JAR|1233.33|t even, ironic id|
1333|red sky dim light ivory|Manufacturer#2|Brand#23|MEDIUM POLISHED STEEL|50|WRAP JAR|1234.33|ts alongside of the |
1334|wheat thistle puff spring medium|Manufacturer#4|Brand#42|PROMO PLATED TIN|29|MED CASE|1235.33| blithely final de|
1335|metallic black khaki ivory tan|Manufacturer#1|Brand#15|ECONOMY BRUSHED NICKEL|15|SM JAR|1236.33|ntegrat|
1336|hot navajo peach orange chiffon|Manufacturer#5|Brand#55|STANDARD ANODIZED STEEL|42|JUMBO CAN|1237.33| slyly even pac|
1337|navajo chocolate thistle antique orchid|Manufacturer#5|Brand#53|MEDIUM BRUSHED STEEL|45|WRAP CAN|1238.33|ts. p|
1338|chartreuse puff chiffon lemon peru|Manufacturer#2|Brand#24|ECONOMY BRUSHED BRASS|36|MED CASE|1239.33|osits. idea|
1339|indian cyan grey smoke khaki|Manufacturer#1|Brand#14|STANDARD POLISHED STEEL|7|LG PKG|1240.33|old packages haggle |
1340|sandy turquoise midnight powder blush|Manufacturer#4|Brand#42|ECONOMY BRUSHED TIN|42|JUMBO BOX|1241.34|lithely regular theod|
1341|grey thistle misty rose khaki|Manufacturer#4|Brand#45|STANDARD POLISHED TIN|38|LG PKG|1242.34| regular |
1342|seashell thistle navajo cyan midnight|Manufacturer#3|Brand#32|PROMO ANODIZED STEEL|11|LG PKG|1243.34|uffily. blithe|
1343|navy metallic green cornsilk blue|Manufacturer#3|Brand#31|PROMO BURNISHED TIN|11|WRAP PKG|1244.34|cuses|
1344|magenta thistle grey blanched navy|Manufacturer#3|Brand#33|LARGE ANODIZED TIN|7|JUMBO CASE|1245.34|into bea|
1345|lavender smoke green navy brown|Manufacturer#3|Brand#33|ECONOMY ANODIZED TIN|29|MED DRUM|1246.34|nusual, pending packag|
1346|navajo pale moccasin orange yellow|Manufacturer#4|Brand#45|MEDIUM PLATED TIN|34|MED BOX|1247.34| theodolites |
1347|firebrick mint lavender turquoise ghost|Manufacturer#5|Brand#54|ECONOMY ANODIZED NICKEL|12|JUMBO CAN|1248.34|sleep alway|
1348|powder medium lace dodger honeydew|Manufacturer#4|Brand#43|ECONOMY ANODIZED BRASS|47|JUMBO BAG|1249.34|ove the regular, ironi|
1349|rosy moccasin purple almond peru|Manufacturer#2|Brand#24|STANDARD PLATED STEEL|13|MED PKG|1250.34|eep furiously blithe|
1350|black firebrick navy beige peach|Manufacturer#1|Brand#13|MEDIUM BRUSHED COPPER|26|JUMBO JAR|1251.35|ial packages after th|
1351|thistle purple green orange tomato|Manufacturer#4|Brand#42|SMALL BRUSHED TIN|25|JUMBO PACK|1252.35| the regular pint|
1352|orange midnight royal lawn orchid|Manufacturer#2|Brand#23|SMALL POLISHED COPPER|5|SM CASE|1253.35| wake furiou|
1353|blue lemon hot burnished salmon|Manufacturer#1|Brand#11|PROMO ANODIZED NICKEL|25|MED BOX|1254.35|ts affix blithely|
1354|wheat seashell firebrick beige turquoise|Manufacturer#1|Brand#13|STANDARD POLISHED COPPER|22|MED PACK|1255.35|the furio|
1355|firebrick metallic floral azure grey|Manufacturer#4|Brand#42|LARGE PLATED TIN|7|SM CAN|1256.35|ake across the eve|
1356|tan burlywood light chartreuse powder|Manufacturer#3|Brand#34|SMALL BURNISHED COPPER|11|WRAP CASE|1257.35| brav|
1357|turquoise goldenrod forest chiffon lace|Manufacturer#3|Brand#34|SMALL BRUSHED BRASS|27|WRAP PKG|1258.35|y special plat|
1358|almond moccasin salmon dim peru|Manufacturer#4|Brand#45|PROMO PLATED TIN|18|WRAP CASE|1259.35|y even instructions|
1359|peru chocolate deep cream burlywood|Manufacturer#2|Brand#21|LARGE PLATED TIN|29|WRAP DRUM|1260.35|lyly regula|
1360|ghost black thistle navy lawn|Manufacturer#2|Brand#21|STANDARD BURNISHED STEEL|31|JUMBO CASE|1261.36|e blithely caref|
1361|misty aquamarine peru powder white|Manufacturer#2|Brand#24|ECONOMY PLATED COPPER|36|MED DRUM|1262.36|dogged theod|
1362|burlywood seashell slate white cream|Manufacturer#1|Brand#14|PROMO PLATED BRASS|8|SM BOX|1263.36|ns. slyly ir|
1363|royal lavender chocolate rose brown|Manufacturer#3|Brand#32|PROMO POLISHED COPPER|30|MED DRUM|1264.36|thin packages int|
1364|spring tan ghost burnished saddle|Manufacturer#3|Brand#34|ECONOMY ANODIZED TIN|5|JUMBO CAN|1265.36|deposits. car|
1365|brown ghost slate seashell lawn|Manufacturer#1|Brand#12|LARGE BURNISHED TIN|30|MED CASE|1266.36|ole alongside |
1366|lime aquamarine medium pink dim|Manufacturer#2|Brand#22|MEDIUM BRUSHED COPPER|45|LG JAR|1267.36|nder carefully final|
1367|dodger light burnished papaya bisque|Manufacturer#4|Brand#45|ECONOMY PLATED COPPER|47|SM JAR|1268.36|fix slyly? quickly |
1368|aquamarine tan lemon salmon peach|Manufacturer#3|Brand#35|MEDIUM ANODIZED COPPER|32|SM BAG|1269.36|aggle acros|
1369|ghost white moccasin yellow papaya|Manufacturer#5|Brand#54|ECONOMY BURNISHED COPPER|7|SM PKG|1270.36|ideas s|
1370|light mint smoke pink saddle|Manufacturer#3|Brand#33|STANDARD PLATED NICKEL|36|WRAP PACK|1271.37|n deposits haggle|
1371|burnished lime seashell blue cornsilk|Manufacturer#5|Brand#54|ECONOMY ANODIZED STEEL|42|SM BOX|1272.37|he special |
1372|steel seashell purple slate powder|Manufacturer#1|Brand#14|PROMO ANODIZED COPPER|41|WRAP JAR|1273.37| furiousl|
1373|blush antique goldenrod linen rosy|Manufacturer#3|Brand#33|ECONOMY ANODIZED TIN|13|SM PACK|1274.37| regular theodolites|
1374|violet plum metallic yellow lavender|Manufacturer#1|Brand#12|ECONOMY ANODIZED COPPER|43|JUMBO BAG|1275.37| are packages. |
1375|purple spring olive misty salmon|Manufacturer#5|Brand#51|SMALL POLISHED TIN|35|JUMBO BAG|1276.37| depo|
1376|aquamarine lime goldenrod maroon saddle|Manufacturer#3|Brand#34|MEDIUM BURNISHED COPPER|5|WRAP BAG|1277.37|s are furiou|
1377|misty cornflower linen forest olive|Manufacturer#4|Brand#42|PROMO BRUSHED TIN|46|JUMBO JAR|1278.37|sts; slyly|
1378|plum beige misty cream cornflower|Manufacturer#1|Brand#15|PROMO BRUSHED BRASS|8|WRAP CASE|1279.37|ending foxes. quickl|
1379|green salmon papaya brown peru|Manufacturer#3|Brand#33|SMALL BRUSHED BRASS|33|MED PACK|1280.37|inst the regular ex|
1380|azure beige olive dim orange|Manufacturer#1|Brand#14|MEDIUM BRUSHED STEEL|30|MED BAG|1281.38|the carefully ironi|
1381|tan green magenta mint forest|Manufacturer#3|Brand#34|STANDARD BURNISHED COPPER|30|JUMBO DRUM|1282.38|gular foxe|
1382|lime moccasin chiffon goldenrod orange|Manufacturer#5|Brand#51|STANDARD BURNISHED COPPER|17|LG JAR|1283.38|ts detect fluffi|
1383|khaki papaya slate medium plum|Manufacturer#3|Brand#34|LARGE BRUSHED STEEL|5|SM CAN|1284.38|heodolites wake blithe|
1384|deep light brown tan yellow|Manufacturer#5|Brand#52|PROMO BURNISHED TIN|27|WRAP PACK|1285.38|lar pinto beans-- |
1385|green thistle azure rosy dodger|Manufacturer#5|Brand#53|ECONOMY BURNISHED COPPER|5|JUMBO BAG|1286.38|telets doubt. silent|
1386|goldenrod cornsilk blue grey blush|Manufacturer#3|Brand#34|STANDARD ANODIZED NICKEL|36|JUMBO PKG|1287.38|final th|
1387|turquoise ghost navy tan khaki|Manufacturer#1|Brand#13|LARGE BURNISHED TIN|17|WRAP PKG|1288.38|s across|
1388|drab smoke metallic pale dark|Manufacturer#5|Brand#51|SMALL BURNISHED BRASS|11|MED JAR|1289.38| accounts.|
1389|brown maroon powder antique midnight|Manufacturer#1|Brand#12|MEDIUM ANODIZED BRASS|21|MED CAN|1290.38|wake |
1390|gainsboro papaya chocolate blush steel|Manufacturer#4|Brand#42|STANDARD BURNISHED COPPER|8|WRAP BAG|1291.39|fter the slyly perma|
1391|orange grey thistle pale violet|Manufacturer#4|Brand#43|SMALL POLISHED COPPER|17|JUMBO PKG|1292.39|heodolites. |
1392|indian pale peru honeydew forest|Manufacturer#5|Brand#54|MEDIUM BRUSHED BRASS|18|MED PACK|1293.39| carefully even accou|
1393|navy blanched slate salmon lime|Manufacturer#3|Brand#34|PROMO BURNISHED COPPER|34|MED CAN|1294.39|endencies boost fu|
1394|honeydew smoke salmon lavender dodger|Manufacturer#1|Brand#14|MEDIUM BRUSHED NICKEL|29|WRAP BAG|1295.39|usly. exp|
1395|turquoise yellow maroon slate wheat|Manufacturer#1|Brand#12|STANDARD BRUSHED STEEL|40|SM DRUM|1296.39|lyly p|
1396|ivory deep green pink cornflower|Manufacturer#2|Brand#21|ECONOMY BRUSHED TIN|48|SM CAN|1297.39|ake quickly. pi|
1397|bisque almond lavender pale royal|Manufacturer#5|Brand#51|ECONOMY BURNISHED BRASS|10|LG CAN|1298.39|gular|
1398|chartreuse peach olive coral sandy|Manufacturer#3|Brand#32|MEDIUM POLISHED TIN|27|WRAP DRUM|1299.39|ironic deposits haggl|
1399|brown lavender spring chocolate firebrick|Manufacturer#5|Brand#54|ECONOMY POLISHED COPPER|48|JUMBO JAR|1300.39| furiously agai|
1400|rose spring indian violet lime|Manufacturer#1|Brand#14|MEDIUM PLATED NICKEL|44|JUMBO BOX|1301.40|t the quick|
1401|dim midnight beige lace hot|Manufacturer#5|Brand#52|MEDIUM ANODIZED BRASS|17|JUMBO PKG|1302.40|usual|
1402|goldenrod beige sky sandy metallic|Manufacturer#5|Brand#51|STANDARD PLATED TIN|13|SM JAR|1303.40|aggle slyly furi|
1403|moccasin misty tan sienna dodger|Manufacturer#3|Brand#35|LARGE BRUSHED NICKEL|42|LG BOX|1304.40|heodoli|
1404|chartreuse beige bisque dark wheat|Manufacturer#2|Brand#23|LARGE PLATED BRASS|34|SM DRUM|1305.40|l accounts hang fur|
1405|white antique aquamarine dim ivory|Manufacturer#3|Brand#33|ECONOMY POLISHED BRASS|14|LG CAN|1306.40|ress p|
1406|almond misty chiffon dodger goldenrod|Manufacturer#3|Brand#34|STANDARD BRUSHED STEEL|26|JUMBO CAN|1307.40| final p|
1407|cornflower peru seashell orchid beige|Manufacturer#5|Brand#55|PROMO ANODIZED NICKEL|25|LG CAN|1308.40|ilent fox|
1408|misty moccasin forest floral cream|Manufacturer#1|Brand#12|STANDARD BURNISHED BRASS|17|JUMBO CAN|1309.40|e. esca|
1409|floral goldenrod medium chocolate mint|Manufacturer#2|Brand#22|SMALL BURNISHED COPPER|11|SM BAG|1310.40|xes about |
1410|pink orchid lemon firebrick olive|Manufacturer#4|Brand#43|SMALL ANODIZED COPPER|44|LG PACK|1311.41|ke fu|
1411|firebrick pink grey saddle peach|Manufacturer#5|Brand#55|PROMO BRUSHED NICKEL|2|JUMBO DRUM|1312.41|are sl|
1412|royal beige lace burnished misty|Manufacturer#4|Brand#42|MEDIUM PLATED NICKEL|35|JUMBO BAG|1313.41| express accounts.|
1413|navy cream orchid beige khaki|Manufacturer#4|Brand#45|ECONOMY POLISHED COPPER|28|WRAP BOX|1314.41|cajole carefully instr|
1414|puff snow light beige midnight|Manufacturer#4|Brand#41|LARGE ANODIZED NICKEL|44|SM PACK|1315.41|nts us|
1415|honeydew sandy plum dodger magenta|Manufacturer#2|Brand#22|PROMO BRUSHED STEEL|36|MED CAN|1316.41|accounts are abo|
1416|rosy moccasin ghost chiffon white|Manufacturer#1|Brand#12|SMALL POLISHED TIN|21|WRAP JAR|1317.41|s. flu|
1417|sky orchid tan peach dodger|Manufacturer#4|Brand#44|MEDIUM PLATED TIN|35|LG PKG|1318.41| the express,|
1418|blush powder ivory lemon maroon|Manufacturer#5|Brand#52|SMALL ANODIZED COPPER|31|LG DRUM|1319.41| furiously regula|
1419|chiffon red frosted peach spring|Manufacturer#1|Brand#15|LARGE POLISHED TIN|6|LG CAN|1320.41|xpress, s|
1420|seashell steel lace lemon purple|Manufacturer#1|Brand#13|MEDIUM BURNISHED NICKEL|1|LG PACK|1321.42|he asymptotes. regula|
1421|green dark mint lawn gainsboro|Manufacturer#1|Brand#13|ECONOMY POLISHED STEEL|39|JUMBO PACK|1322.42|egular ideas grow aft|
1422|forest almond lime olive lavender|Manufacturer#1|Brand#14|STANDARD POLISHED BRASS|43|MED PACK|1323.42|rays. regular |
1423|cream green floral powder dim|Manufacturer#1|Brand#15|ECONOMY BRUSHED BRASS|36|WRAP PACK|1324.42|according to the r|
1424|forest metallic blush white moccasin|Manufacturer#4|Brand#45|ECONOMY BURNISHED NICKEL|25|LG PACK|1325.42|ons. pinto beans w|
1425|dark powder rose puff seashell|Manufacturer#4|Brand#42|LARGE PLATED BRASS|11|MED CAN|1326.42|xes. ironic requests u|
1426|orange dim brown bisque dodger|Manufacturer#3|Brand#32|ECONOMY PLATED STEEL|21|WRAP BOX|1327.42|long the bl|
1427|tomato white plum blush moccasin|Manufacturer#2|Brand#23|MEDIUM ANODIZED NICKEL|17|MED PKG|1328.42|carefully speci|
1428|aquamarine orange saddle hot red|Manufacturer#3|Brand#34|ECONOMY POLISHED STEEL|42|MED PKG|1329.42|ld excu|
1429|sky ghost papaya cyan tan|Manufacturer#2|Brand#23|SMALL PLATED BRASS|27|WRAP CAN|1330.42|sublate amo|
1430|grey purple cyan chocolate khaki|Manufacturer#1|Brand#12|PROMO BURNISHED TIN|33|SM PKG|1331.43|oxes. quietly ir|
1431|burnished blush gainsboro yellow ivory|Manufacturer#5|Brand#52|ECONOMY BURNISHED STEEL|17|SM PACK|1332.43|ter th|
1432|cream red aquamarine chiffon sandy|Manufacturer#3|Brand#31|LARGE BURNISHED TIN|21|MED PKG|1333.43|st blit|
1433|ghost steel beige puff coral|Manufacturer#1|Brand#15|ECONOMY ANODIZED BRASS|26|JUMBO PKG|1334.43|dolphins are |
1434|burnished grey honeydew green linen|Manufacturer#4|Brand#42|SMALL POLISHED TIN|30|JUMBO BOX|1335.43|ronic, e|
1435|midnight blanched orange blue yellow|Manufacturer#5|Brand#52|STANDARD ANODIZED TIN|10|SM PACK|1336.43|express|
1436|smoke floral green medium blush|Manufacturer#5|Brand#54|ECONOMY ANODIZED COPPER|10|LG BAG|1337.43|sily pending inst|
1437|medium plum sienna bisque gainsboro|Manufacturer#4|Brand#44|PROMO BURNISHED COPPER|43|JUMBO JAR|1338.43|ly even pin|
1438|sandy spring dark bisque violet|Manufacturer#2|Brand#25|ECONOMY BRUSHED COPPER|50|MED JAR|1339.43|about the |
1439|blanched deep sky ghost antique|Manufacturer#1|Brand#15|SMALL BRUSHED STEEL|21|JUMBO CAN|1340.43|eep permanen|
1440|lawn moccasin maroon frosted olive|Manufacturer#1|Brand#14|STANDARD BRUSHED BRASS|16|WRAP CASE|1341.44|aggle. fluf|
1441|rosy blush grey hot deep|Manufacturer#1|Brand#14|STANDARD ANODIZED TIN|42|JUMBO PACK|1342.44| furiously ironi|
1442|black navy rose honeydew violet|Manufacturer#1|Brand#14|SMALL POLISHED TIN|7|JUMBO PACK|1343.44|fter the ironic |
1443|lavender blue seashell brown ghost|Manufacturer#2|Brand#22|PROMO POLISHED NICKEL|40|WRAP JAR|1344.44|s are. pend|
1444|magenta forest olive almond lawn|Manufacturer#3|Brand#31|PROMO BRUSHED NICKEL|34|SM CAN|1345.44|slyly even requests.|
1445|peach cream smoke chartreuse violet|Manufacturer#5|Brand#54|MEDIUM ANODIZED COPPER|42|WRAP CAN|1346.44|the ruthless|
1446|pink moccasin cornflower seashell drab|Manufacturer#2|Brand#21|ECONOMY BRUSHED NICKEL|39|JUMBO CASE|1347.44|lar pinto beans.|
1447|peru blush lemon snow misty|Manufacturer#1|Brand#11|STANDARD ANODIZED COPPER|16|LG PACK|1348.44|n pinto beans wake a|
1448|metallic blush plum forest salmon|Manufacturer#1|Brand#15|MEDIUM POLISHED TIN|7|JUMBO CAN|1349.44|ronic foxes |
1449|royal chartreuse cream papaya lime|Manufacturer#5|Brand#55|STANDARD PLATED NICKEL|11|SM JAR|1350.44|e slyl|
1450|floral violet saddle dark blue|Manufacturer#5|Brand#51|SMALL BRUSHED COPPER|1|WRAP PKG|1351.45|mptotes are. deposits|
1451|cornsilk pink cornflower goldenrod navajo|Manufacturer#5|Brand#54|SMALL BURNISHED STEEL|19|WRAP DRUM|1352.45|ests sleep always f|
1452|chocolate azure green sandy beige|Manufacturer#3|Brand#31|MEDIUM PLATED TIN|36|JUMBO CAN|1353.45| haggle blithe|
1453|dark forest antique lace metallic|Manufacturer#1|Brand#13|MEDIUM PLATED BRASS|16|SM CASE|1354.45|slyly according t|
1454|rosy chartreuse green hot rose|Manufacturer#3|Brand#32|MEDIUM PLATED NICKEL|8|LG PACK|1355.45|gular ac|
1455|blue misty navajo moccasin pale|Manufacturer#5|Brand#53|LARGE BRUSHED STEEL|42|SM PACK|1356.45|ic excuses. fl|
1456|frosted cream chartreuse goldenrod smoke|Manufacturer#5|Brand#55|STANDARD ANODIZED NICKEL|24|JUMBO DRUM|1357.45|bout |
1457|slate peru khaki chiffon lace|Manufacturer#3|Brand#32|SMALL PLATED BRASS|6|LG PKG|1358.45| final instru|
1458|forest steel floral orange frosted|Manufacturer#3|Brand#35|PROMO BRUSHED NICKEL|47|MED BOX|1359.45|denci|
1459|burnished white midnight black snow|Manufacturer#3|Brand#35|ECONOMY BRUSHED NICKEL|6|JUMBO CAN|1360.45|about the caref|
1460|firebrick violet cyan tomato wheat|Manufacturer#4|Brand#43|SMALL PLATED TIN|43|MED CAN|1361.46|ependencies poach|
1461|brown saddle powder white peru|Manufacturer#2|Brand#25|ECONOMY POLISHED STEEL|41|WRAP BOX|1362.46| blith|
1462|salmon peru chocolate papaya firebrick|Manufacturer#1|Brand#15|MEDIUM BRUSHED COPPER|2|SM CASE|1363.46|al warhor|
1463|salmon drab medium royal plum|Manufacturer#3|Brand#34|SMALL PLATED TIN|16|LG CASE|1364.46|ong the slyly ex|
1464|slate blanched rosy seashell orchid|Manufacturer#2|Brand#22|LARGE POLISHED NICKEL|19|SM PACK|1365.46|ge quietly. furious|
1465|bisque saddle cyan rose wheat|Manufacturer#5|Brand#55|SMALL ANODIZED STEEL|34|WRAP BOX|1366.46|special, i|
1466|lemon saddle royal beige orange|Manufacturer#5|Brand#54|ECONOMY POLISHED BRASS|6|SM CASE|1367.46| the careful|
1467|olive navy almond indian coral|Manufacturer#1|Brand#15|LARGE PLATED NICKEL|30|MED BAG|1368.46|ecial, pen|
1468|saddle tomato dark beige coral|Manufacturer#2|Brand#22|ECONOMY BRUSHED NICKEL|27|SM JAR|1369.46|ic foxes |
1469|violet spring aquamarine cream sky|Manufacturer#3|Brand#35|SMALL ANODIZED NICKEL|12|SM DRUM|1370.46| package|
1470|grey cornsilk chocolate maroon hot|Manufacturer#5|Brand#52|LARGE BRUSHED NICKEL|19|JUMBO CASE|1371.47| to the ruthless|
1471|papaya khaki dodger honeydew midnight|Manufacturer#5|Brand#55|STANDARD ANODIZED NICKEL|38|LG JAR|1372.47| final accounts. |
1472|lemon drab red lime mint|Manufacturer#2|Brand#22|LARGE ANODIZED STEEL|3|WRAP JAR|1373.47|ironic inst|
1473|powder snow saddle ghost hot|Manufacturer#4|Brand#41|LARGE POLISHED NICKEL|26|MED BAG|1374.47|patterns slee|
1474|spring frosted cornsilk blue cream|Manufacturer#5|Brand#52|ECONOMY POLISHED STEEL|28|SM JAR|1375.47| pinto beans. c|
1475|deep powder linen lime forest|Manufacturer#3|Brand#32|LARGE BRUSHED TIN|21|LG PKG|1376.47|ges. fluffily |
